Data;Hora;Moeda;Qtd;Tipo;Status
2022-02-04;15:12:40;ADA;501,0;SAÍDA;Para Carteira Externa
2022-02-04;17:34:40;ADA;4248,9;SAÍDA;Para Carteira Externa
2022-02-15;12:33:42;SOL;0,11;SAÍDA;Para Carteira Externa
2022-02-17;17:45:36;LUNA;100,0;ENTRADA;Origem Externa
2022-02-17;20:02:40;ADA;5146,4;SAÍDA;Para Carteira Externa
2022-02-18;07:55:04;USDT;20100,0;ENTRADA;Origem Externa
2022-02-18;08:06:42;USDT;6875,6314;SAÍDA;Para Carteira Externa
2022-02-18;09:46:40;ADA;4995,2;SAÍDA;Para Carteira Externa
2022-02-18;09:47:40;ALGO;10008,0;SAÍDA;Para Carteira Externa
2022-02-23;21:38:32;ADA;1665,0;ENTRADA;Origem Externa
2022-02-23;22:30:54;SOL;17,42;SAÍDA;Para Carteira Externa
2022-03-08;17:33:04;USDT;30333,575491;ENTRADA;Origem Externa
2022-03-08;19:27:42;ETH;0,25625;SAÍDA;Para Carteira Externa
2022-03-08;19:38:42;USDC;20245,0;SAÍDA;Para Carteira Externa
2022-03-08;20:42:44;ETH;2,05305;SAÍDA;Para Carteira Externa
2022-03-08;21:28:42;BTC;0,10495;SAÍDA;Para Carteira Externa
2022-03-11;16:25:32;ATOM;1,448346;ENTRADA;Origem Externa
2022-03-13;19:58:06;KDA;10,0;ENTRADA;Origem Externa
2022-03-13;20:19:08;KDA;4490,00365553;ENTRADA;Origem Externa
2022-03-17;19:32:40;ALGO;10011,0;SAÍDA;Para Carteira Externa
2022-03-20;11:22:38;LUNA;7,19;ENTRADA;Origem Externa
2022-03-20;11:24:38;LUNA;1,059376;ENTRADA;Origem Externa
2022-03-20;11:33:08;UST;13,0;ENTRADA;Origem Externa
2022-03-20;11:36:40;UST;47,0;ENTRADA;Origem Externa
2022-03-20;11:58:40;ADA;930,0;SAÍDA;Para Carteira Externa
2022-03-20;14:02:36;USDC;20210,0;ENTRADA;Origem Externa
2022-03-20;14:24:40;ADA;2252,0;SAÍDA;Para Carteira Externa
2022-03-22;08:55:10;USDC;25055,724472;ENTRADA;Origem Externa
2022-03-22;09:32:44;ETH;8,021;SAÍDA;Para Carteira Externa
2022-03-22;11:24:44;BTC;0,20588;SAÍDA;Para Carteira Externa
2022-03-22;16:34:08;KDA;500,0;ENTRADA;Origem Externa
2022-03-22;22:59:08;LUNA;250,088164;ENTRADA;Origem Externa
2022-03-24;13:28:40;ADA;9987,0;SAÍDA;Para Carteira Externa
2022-03-24;13:40:40;ADA;19608,9;SAÍDA;Para Carteira Externa
2022-03-24;16:18:40;UST;30570,0;ENTRADA;Origem Externa
2022-03-24;16:42:40;ETH;4,9665;SAÍDA;Para Carteira Externa
2022-03-26;21:36:34;USDC;1360,265617;ENTRADA;Origem Externa
2022-03-26;21:49:40;APE;103,659;SAÍDA;Para Carteira Externa
2022-03-27;22:34:08;UST;20150,0;ENTRADA;Origem Externa
2022-03-28;20:50:44;SOL;6,0;ENTRADA;Origem Externa
2022-03-28;21:26:40;UST;30022,0;ENTRADA;Origem Externa
2022-03-29;09:20:50;BTC;0,18857;SAÍDA;Para Carteira Externa
2022-03-29;09:41:44;BTC;0,17103918;SAÍDA;Para Carteira Externa
2022-03-29;23:16:42;APE;340,43;SAÍDA;Para Carteira Externa
2022-04-06;10:14:40;ETH;2,527;SAÍDA;Para Carteira Externa
2022-04-07;19:29:38;UST;20000,0;ENTRADA;Origem Externa
2022-04-08;12:12:42;ETH;2,5044;SAÍDA;Para Carteira Externa
2022-04-09;12:35:38;UST;30342,0;ENTRADA;Origem Externa
2022-04-11;19:40:52;ETH;0,3;ENTRADA;Origem Externa
2022-04-11;19:40:58;SOL;8,66;ENTRADA;Origem Externa
2022-04-11;19:46:32;ADA;966,0;ENTRADA;Origem Externa
2022-04-11;20:02:42;USDT;2695,4373;SAÍDA;Para Carteira Externa
2022-04-25;16:37:04;KNCL;108,7465311;ENTRADA;Origem Externa
2022-04-25;16:50:44;KNCL;108,7465311;SAÍDA;Para Carteira Externa
2022-04-26;10:05:08;LUNA;250,08183;ENTRADA;Origem Externa
2022-04-26;10:34:44;APE;62,54;SAÍDA;Para Carteira Externa
2022-05-03;21:32:42;UST;953,4264;SAÍDA;Para Carteira Externa
2022-05-03;21:42:40;UST;31000,0;SAÍDA;Para Carteira Externa
2022-05-09;14:31:52;UST;32030,0;ENTRADA;Origem Externa
2022-05-09;14:42:08;UST;302,0;ENTRADA;Origem Externa
2022-05-09;14:58:42;USDT;32008,6498;SAÍDA;Para Carteira Externa
2022-05-10;07:28:44;USDT;3933,7378;SAÍDA;Para Carteira Externa
2022-05-11;12:07:04;USDT;1558,56878;ENTRADA;Origem Externa
2022-05-11;17:58:40;LUNA;6,706582;ENTRADA;Origem Externa
2022-05-12;07:47:44;NEAR;501,1;SAÍDA;Para Carteira Externa
2022-05-12;07:47:48;BTC;0,35869456;SAÍDA;Para Carteira Externa
2022-05-12;08:28:46;ETH;7,5411403;SAÍDA;Para Carteira Externa
2022-05-12;20:31:42;LUNA;58040,0;SAÍDA;Para Carteira Externa
2022-05-13;14:40:46;ALGO;10250,36905;ENTRADA;Origem Externa
2022-05-13;14:52:42;NEAR;501,08769441;ENTRADA;Origem Externa
2022-05-13;15:03:06;ETH;7,5371043;ENTRADA;Origem Externa
2022-05-16;12:46:36;USDC;25000,0;ENTRADA;Origem Externa
2022-05-17;09:17:04;FTT;59,95;ENTRADA;Origem Externa
2022-05-18;09:43:04;FTT;60,0;ENTRADA;Origem Externa
2022-05-19;14:27:04;FTT;29,97435184;ENTRADA;Origem Externa
2022-05-25;10:38:32;ADA;50003,831956;ENTRADA;Origem Externa
2022-05-27;18:34:40;USDC;19010,0;SAÍDA;Para Carteira Externa
2022-05-27;18:44:40;SOL;8,74999;ENTRADA;Origem Externa
2022-05-27;18:50:36;ADA;699,4288;ENTRADA;Origem Externa
2022-05-31;13:15:08;LUNA;10,0;ENTRADA;Origem Externa
2022-05-31;13:19:36;LUNA;300,3;ENTRADA;Origem Externa
2022-06-01;10:13:40;USDT;666,97431;SAÍDA;Para Carteira Externa
2022-06-08;15:41:36;LUNA;31,856358;ENTRADA;Origem Externa
2022-06-11;08:32:32;USDC;27500,0;ENTRADA;Origem Externa
2022-06-13;08:28:42;BTC;0,5006552;SAÍDA;Para Carteira Externa
2022-06-14;03:40:50;BTC;0,2502;SAÍDA;Para Carteira Externa
2022-06-17;16:24:40;ADA;60003,8;SAÍDA;Para Carteira Externa
2022-06-17;17:02:40;USDC;25060,0;SAÍDA;Para Carteira Externa
2022-06-24;12:12:32;USDC;35098,0;ENTRADA;Origem Externa
2022-06-27;08:20:42;NEXO;9954,0;ENTRADA;Origem Externa
2022-06-27;09:42:42;ETH;5,01;SAÍDA;Para Carteira Externa
2022-06-28;12:08:40;USDC;160,0;SAÍDA;Para Carteira Externa
2022-06-29;08:18:46;BTC;1,0025;SAÍDA;Para Carteira Externa
2022-06-30;18:37:40;ALGO;9959,0;SAÍDA;Para Carteira Externa
2022-07-01;12:18:34;USDC;25000,0;ENTRADA;Origem Externa
2022-07-06;09:22:42;BTC;1,00000925;ENTRADA;Origem Externa
2022-07-12;08:56:40;MATIC;100,1;SAÍDA;Para Carteira Externa
2022-07-12;09:11:54;MATIC;13847,1;SAÍDA;Para Carteira Externa
2022-07-14;12:06:12;ADA;50000,0;ENTRADA;Origem Externa
2022-07-14;18:48:40;ETH;10,01;SAÍDA;Para Carteira Externa
2022-07-16;16:14:52;QNT;6,048;SAÍDA;Para Carteira Externa
2022-07-16;16:26:44;QNT;50,552;SAÍDA;Para Carteira Externa
2022-07-19;11:56:52;MATIC;13946,9986875;ENTRADA;Origem Externa
2022-07-21;07:54:42;QNT;56,504;ENTRADA;Origem Externa
2022-08-06;10:35:40;BNB;50,0205;SAÍDA;Para Carteira Externa
2022-08-06;12:37:40;BUSD;10,0;SAÍDA;Para Carteira Externa
2022-08-06;14:40:40;BNB;10,0205;SAÍDA;Para Carteira Externa
2022-08-06;14:54:40;BUSD;25202,0;SAÍDA;Para Carteira Externa
2022-08-06;22:16:40;NEAR;6,31;SAÍDA;Para Carteira Externa
2022-08-06;22:23:40;NEAR;10,01;SAÍDA;Para Carteira Externa
2022-08-06;22:29:08;NEAR;6,0;ENTRADA;Origem Externa
2022-08-06;22:39:48;NEAR;2626,093;SAÍDA;Para Carteira Externa
2022-08-07;08:46:18;ADA;10120,0;ENTRADA;Origem Externa
2022-08-07;10:36:50;BTC;0,12;ENTRADA;Origem Externa
2022-08-07;10:51:40;NEAR;1439,5;SAÍDA;Para Carteira Externa
2022-08-10;10:42:36;BNB;9,82;ENTRADA;Origem Externa
2022-08-10;11:45:04;USDC;5020,0;ENTRADA;Origem Externa
2022-08-13;22:04:46;BTC;0,55574531;ENTRADA;Origem Externa
2022-08-14;11:47:08;BTC;0,415;ENTRADA;Origem Externa
2022-08-17;12:07:40;SOL;200,11;SAÍDA;Para Carteira Externa
2022-08-17;12:23:40;MATIC;5457,9;SAÍDA;Para Carteira Externa
2022-08-17;12:45:12;BUSD;25202,0;ENTRADA;Origem Externa
2022-08-18;11:28:38;SOL;200,099995;ENTRADA;Origem Externa
2022-08-19;11:06:54;APE;501,489;ENTRADA;Origem Externa
2022-08-19;12:06:32;ADA;50535,511974;ENTRADA;Origem Externa
2022-08-19;12:24:40;AVAX;1,0;SAÍDA;Para Carteira Externa
2022-08-19;12:28:40;AVAX;500,0;SAÍDA;Para Carteira Externa
2022-08-26;10:00:36;ETH;3,0;ENTRADA;Origem Externa
2022-08-29;08:06:32;BTC;1,0;ENTRADA;Origem Externa
2022-08-29;08:36:52;USDC;5600,0;SAÍDA;Para Carteira Externa
2022-08-29;10:17:48;BUSD;20000,0;SAÍDA;Para Carteira Externa
2022-08-29;10:38:50;BUSD;40000,0;SAÍDA;Para Carteira Externa
2022-09-14;18:48:56;ETH;12,0;ENTRADA;Origem Externa
2022-09-19;08:57:04;NEAR;2,0;ENTRADA;Origem Externa
2022-09-19;09:04:56;NEAR;929,1052;SAÍDA;Para Carteira Externa
2022-09-30;20:06:44;ETH;12,0;SAÍDA;Para Carteira Externa
2022-10-07;09:53:10;LINK;501,50007;SAÍDA;Para Carteira Externa
2022-10-11;12:07:08;BTC;0,96;SAÍDA;Para Carteira Externa
2022-10-11;12:13:28;BUSD;6500,0;ENTRADA;Origem Externa
2022-10-21;12:45:14;BTC;0,50679;SAÍDA;Para Carteira Externa
2022-10-21;12:55:10;BUSD;30000,0;ENTRADA;Origem Externa
2022-10-21;13:33:08;ETH;7,6101822;SAÍDA;Para Carteira Externa
2022-11-14;18:11:04;BUSD;125,0;ENTRADA;Origem Externa
2022-11-14;18:11:04;USDC;125,0;ENTRADA;Origem Externa
2022-11-15;22:00:40;USDC;203,2;SAÍDA;Para Carteira Externa
2022-11-16;09:20:44;BTC;0,501;SAÍDA;Para Carteira Externa
2022-11-16;18:08:42;ETH;9,6906812;SAÍDA;Para Carteira Externa
2022-11-17;09:48:32;BUSD;10370,0;ENTRADA;Origem Externa
2022-11-17;11:19:04;BNB;50,0;ENTRADA;Origem Externa
2022-11-18;14:10:40;BUSD;8000,0;SAÍDA;Para Carteira Externa
2022-11-18;19:38:42;SOL;475,0;SAÍDA;Para Carteira Externa
2022-11-18;20:47:40;MATIC;4600,0;SAÍDA;Para Carteira Externa
2022-11-19;13:46:40;ADA;20766,6;SAÍDA;Para Carteira Externa
2022-11-19;14:03:04;BUSD;20060,501592;ENTRADA;Origem Externa
2022-11-19;14:03:04;USDC;20060,501592;ENTRADA;Origem Externa
2022-11-26;12:28:32;AVAX;0,95;ENTRADA;Origem Externa
2022-11-26;12:35:02;AVAX;500,028;ENTRADA;Origem Externa
2022-11-26;22:21:38;SOL;474,991995;ENTRADA;Origem Externa
2022-11-28;10:42:04;ALGO;29969,228218;ENTRADA;Origem Externa
2022-11-28;10:54:32;ALGO;20062,024588;ENTRADA;Origem Externa
2022-11-28;13:54:44;BTC;1,00371314;SAÍDA;Para Carteira Externa
2022-11-29;12:52:44;BTC;0,503;SAÍDA;Para Carteira Externa
2022-11-30;13:08:36;XRP;5014,013693;ENTRADA;Origem Externa
2022-11-30;13:32:40;DOGE;20020,0;SAÍDA;Para Carteira Externa
2022-12-02;11:42:42;SOL;475,0;SAÍDA;Para Carteira Externa
2022-12-05;14:18:40;ADA;27000,6;SAÍDA;Para Carteira Externa
2022-12-10;12:38:40;FLUX;7,17;SAÍDA;Para Carteira Externa
2022-12-10;12:44:40;FLUX;730,19;SAÍDA;Para Carteira Externa
2022-12-10;12:47:32;BNB;0,2;ENTRADA;Origem Externa
2022-12-10;13:10:42;KDA;2,1;SAÍDA;Para Carteira Externa
2022-12-10;13:16:40;KDA;4999,9;SAÍDA;Para Carteira Externa
2022-12-12;15:17:48;BTC;1,0002;SAÍDA;Para Carteira Externa
2022-12-12;16:09:46;BTC;0,62602418;SAÍDA;Para Carteira Externa
2023-01-17;12:09:04;BUSD;10010,05767;ENTRADA;Origem Externa
2023-01-17;12:09:04;USDC;10010,05767;ENTRADA;Origem Externa
2023-01-17;12:17:04;BTC;1,15;ENTRADA;Origem Externa
2023-01-17;13:47:04;ETH;0,135;ENTRADA;Origem Externa
2023-01-17;13:57:32;ETH;0,192;ENTRADA;Origem Externa
2023-01-18;05:16:34;ETH;0,035;ENTRADA;Origem Externa
2023-01-18;12:45:04;BTC;0,0509085;ENTRADA;Origem Externa
2023-01-19;00:18:42;ETH;10,0718872;SAÍDA;Para Carteira Externa
2023-01-19;00:24:40;SOL;259,0;SAÍDA;Para Carteira Externa
2023-01-21;10:43:08;BTC;1,0;ENTRADA;Origem Externa
2023-01-23;22:54:40;SOL;242,5;SAÍDA;Para Carteira Externa
2023-01-24;22:15:42;NEAR;2987,0;SAÍDA;Para Carteira Externa
2023-01-24;22:46:42;SOL;306,0;SAÍDA;Para Carteira Externa
2023-02-01;14:01:08;SOL;300,0;ENTRADA;Origem Externa
2023-02-01;16:46:08;BTC;1,0;ENTRADA;Origem Externa
2023-02-02;11:24:08;NEAR;1,0;ENTRADA;Origem Externa
2023-02-02;11:28:36;NEAR;2014,0;ENTRADA;Origem Externa
2023-02-03;19:32:42;ETH;1,21;SAÍDA;Para Carteira Externa
2023-02-03;21:14:42;ETH;0,02786;SAÍDA;Para Carteira Externa
2023-02-03;22:06:40;ETH;0,025792;SAÍDA;Para Carteira Externa
2023-02-03;23:37:32;FLUX;737,02;ENTRADA;Origem Externa
2023-02-03;23:50:06;KDA;2000,0;ENTRADA;Origem Externa
2023-02-14;11:53:42;BUSD;50,0;SAÍDA;Para Carteira Externa
2023-02-14;12:03:42;BUSD;4928,0;SAÍDA;Para Carteira Externa
2023-02-17;22:05:40;BUSD;390,0355175;SAÍDA;Para Carteira Externa
2023-02-18;12:36:42;BUSD;1347,23623;SAÍDA;Para Carteira Externa
2023-02-21;12:13:40;NEAR;1815,0;SAÍDA;Para Carteira Externa
2023-02-21;12:30:40;AVAX;505,3;SAÍDA;Para Carteira Externa
2023-02-21;12:47:42;SOL;379,71;SAÍDA;Para Carteira Externa
2023-02-22;00:04:40;KDA;2000,0;SAÍDA;Para Carteira Externa
2023-02-22;12:30:04;AVAX;105,0;ENTRADA;Origem Externa
2023-02-22;12:38:40;BUSD;2138,96478;SAÍDA;Para Carteira Externa
2023-02-24;14:21:40;BUSD;2580,2219;SAÍDA;Para Carteira Externa
2023-02-27;13:29:08;NEAR;1815,0;ENTRADA;Origem Externa
2023-03-01;12:51:10;SOL;300,0;ENTRADA;Origem Externa
2023-03-01;13:08:40;USDC;10837,5636;SAÍDA;Para Carteira Externa
2023-03-02;13:06:40;ETH;0,1;SAÍDA;Para Carteira Externa
2023-03-02;13:24:40;ETH;0,9546;SAÍDA;Para Carteira Externa
2023-03-03;18:50:42;PYR;290,866;SAÍDA;Para Carteira Externa
2023-03-03;18:54:40;RNDR;2006,22;SAÍDA;Para Carteira Externa
2023-03-03;21:55:40;ETH;0,3525;SAÍDA;Para Carteira Externa
2023-03-04;12:52:40;ETH;0,3079676;SAÍDA;Para Carteira Externa
2023-03-04;23:00:40;ETH;0,0112;SAÍDA;Para Carteira Externa
2023-03-04;23:30:40;FLUX;1516,37;SAÍDA;Para Carteira Externa
2023-03-06;00:29:40;BUSD;6238,230475;SAÍDA;Para Carteira Externa
2023-03-06;11:56:32;ADA;48361,0;ENTRADA;Origem Externa
2023-03-06;12:40:42;USDC;16008,06811;SAÍDA;Para Carteira Externa
2023-03-06;12:48:40;GNO;10,208;SAÍDA;Para Carteira Externa
2023-03-06;15:00:42;USDC;178,1408;SAÍDA;Para Carteira Externa
2023-03-09;11:31:04;USDC;7000,0;ENTRADA;Origem Externa
2023-03-09;11:31:04;BUSD;7000,0;ENTRADA;Origem Externa
2023-03-09;11:41:42;BUSD;1994,8575;SAÍDA;Para Carteira Externa
2023-03-09;12:49:40;IMX;1065,24812;SAÍDA;Para Carteira Externa
2023-03-09;12:54:40;SOL;89,91321;SAÍDA;Para Carteira Externa
2023-03-09;13:12:40;AVAX;10,008;SAÍDA;Para Carteira Externa
2023-03-09;13:40:40;AVAX;140,841;SAÍDA;Para Carteira Externa
2023-03-10;16:05:04;BTC;0,0981588;ENTRADA;Origem Externa
2023-03-11;08:25:04;USDC;6511,17251;ENTRADA;Origem Externa
2023-03-11;08:46:40;USDC;1001,0;SAÍDA;Para Carteira Externa
2023-03-11;09:06:40;USDC;5510,17251;SAÍDA;Para Carteira Externa
2023-03-11;09:36:42;BUSD;1951,6026804;SAÍDA;Para Carteira Externa
2023-03-11;10:19:04;ETH;0,65;ENTRADA;Origem Externa
2023-03-11;10:25:40;BUSD;937,856205;SAÍDA;Para Carteira Externa
2023-03-11;14:08:32;AVAX;566,027666;ENTRADA;Origem Externa
2023-03-11;14:17:04;ETH;0,59;ENTRADA;Origem Externa
2023-03-11;14:51:42;BTC;0,43853975;SAÍDA;Para Carteira Externa
2023-03-11;15:16:32;ADA;18447,000915;ENTRADA;Origem Externa
2023-03-11;15:40:42;BTC;0,27974769;SAÍDA;Para Carteira Externa
2023-03-14;11:59:08;NEAR;1064,0;ENTRADA;Origem Externa
2023-03-14;12:16:40;AVAX;129,94;SAÍDA;Para Carteira Externa
2023-03-15;14:14:34;LINK;501,08007;ENTRADA;Origem Externa
2023-03-15;14:26:40;GMX;46,162;SAÍDA;Para Carteira Externa
2023-05-04;10:46:04;ETH;1,0;ENTRADA;Origem Externa
2023-05-04;11:11:42;SOL;85,424;SAÍDA;Para Carteira Externa
2023-05-05;09:02:32;BTC;0,10165895;ENTRADA;Origem Externa
2023-05-05;10:15:06;BTC;0,10917083;ENTRADA;Origem Externa
2023-05-05;20:27:40;SOL;199,17;SAÍDA;Para Carteira Externa
2023-05-07;12:42:40;ADA;4564,4;SAÍDA;Para Carteira Externa
2023-05-18;13:26:04;BTC;0,715;ENTRADA;Origem Externa
2023-05-18;18:18:40;ADA;44962,9802;SAÍDA;Para Carteira Externa
2023-05-26;22:07:04;ETH;0,13900455;ENTRADA;Origem Externa
2023-05-26;22:28:40;ADA;698,8;SAÍDA;Para Carteira Externa
2023-06-04;11:26:08;BTC;0,068;ENTRADA;Origem Externa
2023-06-04;11:37:04;BTC;0,0679;ENTRADA;Origem Externa
2023-06-04;12:01:04;BTC;0,366;ENTRADA;Origem Externa
2023-06-04;12:28:42;SOL;250,008;SAÍDA;Para Carteira Externa
2023-06-04;12:36:42;SOL;250,58684;SAÍDA;Para Carteira Externa
2023-06-04;12:42:40;NEAR;810,4887;SAÍDA;Para Carteira Externa
2023-06-06;11:50:40;RNDR;1503,36775;SAÍDA;Para Carteira Externa
2023-06-07;21:51:38;PYR;290,8;ENTRADA;Origem Externa
2023-06-07;21:53:38;MATIC;10057,68397535;ENTRADA;Origem Externa
2023-06-07;22:27:40;BTC;0,32614174;SAÍDA;Para Carteira Externa
2023-06-23;11:58:08;BTC;0,1317756;ENTRADA;Origem Externa
2023-06-23;12:24:40;ADA;6778,3778;SAÍDA;Para Carteira Externa
2023-06-23;13:35:44;BTC;0,06589326;SAÍDA;Para Carteira Externa
2023-06-26;18:58:08;BTC;0,0944;ENTRADA;Origem Externa
2023-06-26;19:14:40;AVAX;101,0;SAÍDA;Para Carteira Externa
2023-06-26;19:26:40;NEAR;969,2542;SAÍDA;Para Carteira Externa
2023-06-27;11:04:08;BTC;0,03710569;ENTRADA;Origem Externa
2023-06-27;11:17:42;NEAR;570,0;SAÍDA;Para Carteira Externa
2023-06-27;11:26:40;AVAX;22,06;SAÍDA;Para Carteira Externa
2023-06-28;12:08:32;ETH;1,24233872;ENTRADA;Origem Externa
2023-06-28;12:31:28;ETH;1,0;ENTRADA;Origem Externa
2023-06-28;12:53:32;AVAX;2,8;ENTRADA;Origem Externa
2023-06-28;13:11:40;AVAX;1,2;SAÍDA;Para Carteira Externa
2023-06-28;13:30:06;AVAX;1,1;ENTRADA;Origem Externa
2023-06-28;13:36:40;AVAX;226,5;SAÍDA;Para Carteira Externa
2023-06-28;13:57:40;AVAX;3,0;SAÍDA;Para Carteira Externa
2023-06-28;14:01:40;AVAX;97,60148;SAÍDA;Para Carteira Externa
2023-06-28;15:15:40;AVAX;1,0;SAÍDA;Para Carteira Externa
2023-06-29;16:58:08;BTC;0,01975439;ENTRADA;Origem Externa
2023-06-29;17:12:40;AVAX;23,08101;SAÍDA;Para Carteira Externa
2023-06-29;17:28:40;ADA;1134,6642;SAÍDA;Para Carteira Externa
2023-07-03;19:56:08;BTC;0,02881624;ENTRADA;Origem Externa
2023-07-03;21:05:42;NEAR;619,4799;SAÍDA;Para Carteira Externa
2023-07-04;20:38:32;ETH;2,005;ENTRADA;Origem Externa
2023-07-04;20:53:42;SOL;199,607193;SAÍDA;Para Carteira Externa
2023-07-11;10:04:08;BTC;0,0384201;ENTRADA;Origem Externa
2023-07-11;17:01:42;SOL;53,21673;SAÍDA;Para Carteira Externa
2023-07-15;12:12:08;BTC;0,03226631;ENTRADA;Origem Externa
2023-07-15;13:11:40;SOL;33,83676;SAÍDA;Para Carteira Externa
2023-07-19;11:32:08;BTC;0,5;ENTRADA;Origem Externa
2023-07-19;11:45:42;SOL;181,92676;SAÍDA;Para Carteira Externa
2023-07-19;12:06:42;XRP;5014,98;SAÍDA;Para Carteira Externa
2023-07-31;18:52:44;BTC;0,20800478;SAÍDA;Para Carteira Externa
2023-08-28;13:22:48;KDA;1,0;ENTRADA;Origem Externa
2023-08-28;13:32:52;KDA;5000,696036;ENTRADA;Origem Externa
2023-08-28;14:27:02;IMX;1061,10812;ENTRADA;Origem Externa
2023-08-28;14:47:40;RNDR;1501,54775;ENTRADA;Origem Externa
2023-08-28;15:16:40;BUSD;5133,940585;SAÍDA;Para Carteira Externa
2023-09-02;12:35:44;MAGIC;804,25123833;ENTRADA;Origem Externa
2023-09-02;12:54:46;GNO;10,168;ENTRADA;Origem Externa
2023-09-02;13:10:40;BUSD;394,98262;SAÍDA;Para Carteira Externa
2023-09-02;13:14:42;USDT;1023,9323;SAÍDA;Para Carteira Externa
2023-09-13;16:38:24;BTC;0,975;ENTRADA;Origem Externa
2023-09-13;16:53:40;USDC;25638,0;SAÍDA;Para Carteira Externa
2023-09-21;23:24:14;BTC;1,00996756;ENTRADA;Origem Externa
2023-09-21;23:57:40;USDC;26828,0;SAÍDA;Para Carteira Externa
2023-10-15;12:37:20;USDC;22460,0;ENTRADA;Origem Externa
2023-10-15;13:19:06;NEAR;0,00182;ENTRADA;Origem Externa
2023-10-15;13:21:52;NEAR;2158,0;ENTRADA;Origem Externa
2023-10-15;14:00:48;BTC;0,91766845;SAÍDA;Para Carteira Externa
2023-10-19;11:36:58;ADA;50151,153289;ENTRADA;Origem Externa
2023-10-19;11:56:40;SOL;10,008;SAÍDA;Para Carteira Externa
2023-10-19;12:17:40;SOL;40,008;SAÍDA;Para Carteira Externa
2023-10-19;12:59:42;SOL;454,14405;SAÍDA;Para Carteira Externa
2023-10-23;23:13:20;AVAX;250,17490895;ENTRADA;Origem Externa
2023-10-23;23:19:40;RNDR;2003,38;ENTRADA;Origem Externa
2023-10-23;23:37:48;BNB;0,01836771;ENTRADA;Origem Externa
2023-10-23;23:56:36;BNB;0,1996498;ENTRADA;Origem Externa
2023-10-24;00:04:40;ETH;0,028967;SAÍDA;Para Carteira Externa
2023-10-24;17:24:40;USDC;10000,95;ENTRADA;Origem Externa
2023-11-01;15:49:40;SOL;1,0;ENTRADA;Origem Externa
2023-11-01;16:10:24;SOL;218,0;ENTRADA;Origem Externa
2023-11-01;18:57:40;SOL;150,0;ENTRADA;Origem Externa
2023-11-04;03:20:28;AVAX;250,12901;ENTRADA;Origem Externa
2023-11-07;19:48:42;USDT;2094,0;SAÍDA;Para Carteira Externa
2023-11-07;20:49:40;USDT;1200,0;SAÍDA;Para Carteira Externa
2023-11-08;00:07:26;ETH;0,23;ENTRADA;Origem Externa
2023-11-08;00:17:40;SOL;10,5;SAÍDA;Para Carteira Externa
2023-11-08;19:28:12;ETH;1,11305073;ENTRADA;Origem Externa
2023-11-08;20:03:42;USDT;1206,0;SAÍDA;Para Carteira Externa
2023-11-08;20:06:40;SOL;20,2;SAÍDA;Para Carteira Externa
2023-11-10;09:49:58;ETH;1,04696718;ENTRADA;Origem Externa
2023-11-12;16:35:42;USDC;12,0;SAÍDA;Para Carteira Externa
2023-11-12;16:38:42;USDC;9994,95;SAÍDA;Para Carteira Externa
2023-11-12;18:12:40;IMX;2505,30909;SAÍDA;Para Carteira Externa
2023-11-12;18:23:42;RNDR;2004,297;SAÍDA;Para Carteira Externa
2023-11-12;20:46:18;AVAX;500,87348;ENTRADA;Origem Externa
2023-11-12;21:30:36;SOL;43,43;ENTRADA;Origem Externa
2023-11-12;22:14:20;BTC;0,36;ENTRADA;Origem Externa
2023-11-12;22:49:42;USDT;4950,0;SAÍDA;Para Carteira Externa
2023-11-13;00:26:42;USDT;3008,0;SAÍDA;Para Carteira Externa
2023-11-13;00:44:42;IMX;2505,492;SAÍDA;Para Carteira Externa
2023-11-13;01:12:40;RNDR;1003,995;SAÍDA;Para Carteira Externa
2023-11-13;22:22:42;SOL;43,43;SAÍDA;Para Carteira Externa
2023-11-13;22:36:16;BTC;0,61566172;ENTRADA;Origem Externa
2023-11-13;22:44:42;LINK;501,498;SAÍDA;Para Carteira Externa
2023-11-13;22:55:40;BNB;37,7716674;SAÍDA;Para Carteira Externa
2023-11-13;23:31:36;BNB;0,35;ENTRADA;Origem Externa
2023-11-13;23:37:42;PYR;1001,870127;SAÍDA;Para Carteira Externa
2023-11-15;14:27:08;ETH;5,0;ENTRADA;Origem Externa
2023-11-16;00:11:42;TIA;0,2;SAÍDA;Para Carteira Externa
2023-11-16;00:19:40;TIA;1000,2;SAÍDA;Para Carteira Externa
2023-11-16;21:31:20;SOL;103,43;ENTRADA;Origem Externa
2023-11-16;21:35:40;AVAX;502,00079;SAÍDA;Para Carteira Externa
2023-11-17;14:22:38;XRP;9990,01;ENTRADA;Origem Externa
2023-11-17;14:38:44;USDT;6029,0;SAÍDA;Para Carteira Externa
2023-11-17;22:29:40;TIA;2,2;SAÍDA;Para Carteira Externa
2023-11-17;22:38:56;TIA;2,0;ENTRADA;Origem Externa
2023-11-17;22:44:42;TIA;1003,28;SAÍDA;Para Carteira Externa
2023-11-17;23:15:42;OSMO;194,0;SAÍDA;Para Carteira Externa
2023-11-19;12:43:44;USDT;106,0;SAÍDA;Para Carteira Externa
2023-11-20;10:20:40;ETH;4,96;ENTRADA;Origem Externa
2023-11-20;10:35:42;BNB;20,31346466;SAÍDA;Para Carteira Externa
2023-11-20;10:50:42;BNB;15,34148525;SAÍDA;Para Carteira Externa
